date,council_area_2019,main_client_group,sector,percentage_occupancy,council_area,financial_year
2021-03-31,S12000038,All Adults,All Sectors,78,Renfrewshire,2020/21
2021-03-31,S12000038,All Adults,Local Authority/Health Board Sectors,67,Renfrewshire,2020/21
2021-03-31,S12000038,All Adults,Private Sector,75,Renfrewshire,2020/21
2021-03-31,S12000038,All Adults,Voluntary or Not for Profit Sector,95,Renfrewshire,2020/21
2021-03-31,S12000039,All Adults,All Sectors,71,West Dunbartonshire,2020/21
2021-03-31,S12000039,All Adults,Local Authority/Health Board Sectors,68,West Dunbartonshire,2020/21
2021-03-31,S12000039,All Adults,Private Sector,72,West Dunbartonshire,2020/21
2021-03-31,S12000039,All Adults,Voluntary or Not for Profit Sector,100,West Dunbartonshire,2020/21
2021-03-31,S12000040,All Adults,All Sectors,88,West Lothian,2020/21
2021-03-31,S12000040,All Adults,Local Authority/Health Board Sectors,78,West Lothian,2020/21
2021-03-31,S12000040,All Adults,Private Sector,90,West Lothian,2020/21
2021-03-31,S12000040,All Adults,Voluntary or Not for Profit Sector,93,West Lothian,2020/21
2021-03-31,S12000041,All Adults,All Sectors,90,Angus,2020/21
2021-03-31,S12000041,All Adults,Local Authority/Health Board Sectors,82,Angus,2020/21
2021-03-31,S12000041,All Adults,Private Sector,91,Angus,2020/21
2021-03-31,S12000041,All Adults,Voluntary or Not for Profit Sector,76,Angus,2020/21
2021-03-31,S12000042,All Adults,All Sectors,84,Dundee City,2020/21
2021-03-31,S12000042,All Adults,Local Authority/Health Board Sectors,63,Dundee City,2020/21
2021-03-31,S12000042,All Adults,Private Sector,88,Dundee City,2020/21
2021-03-31,S12000042,All Adults,Voluntary or Not for Profit Sector,64,Dundee City,2020/21
2021-03-31,S12000045,All Adults,All Sectors,73,East Dunbartonshire,2020/21
2021-03-31,S12000045,All Adults,Local Authority/Health Board Sectors,91,East Dunbartonshire,2020/21
2021-03-31,S12000045,All Adults,Private Sector,72,East Dunbartonshire,2020/21
2021-03-31,S12000045,All Adults,Voluntary or Not for Profit Sector,100,East Dunbartonshire,2020/21
2021-03-31,S12000047,All Adults,All Sectors,85,Fife,2020/21
2021-03-31,S12000047,All Adults,Local Authority/Health Board Sectors,88,Fife,2020/21
2021-03-31,S12000047,All Adults,Private Sector,85,Fife,2020/21
2021-03-31,S12000047,All Adults,Voluntary or Not for Profit Sector,79,Fife,2020/21
2021-03-31,S12000048,All Adults,All Sectors,90,Perth and Kinross,2020/21
2021-03-31,S12000048,All Adults,Local Authority/Health Board Sectors,84,Perth and Kinross,2020/21
2021-03-31,S12000048,All Adults,Private Sector,89,Perth and Kinross,2020/21
2021-03-31,S12000048,All Adults,Voluntary or Not for Profit Sector,95,Perth and Kinross,2020/21
2021-03-31,S12000049,All Adults,All Sectors,82,Glasgow City,2020/21
2021-03-31,S12000049,All Adults,Local Authority/Health Board Sectors,91,Glasgow City,2020/21
2021-03-31,S12000049,All Adults,Private Sector,80,Glasgow City,2020/21
2021-03-31,S12000049,All Adults,Voluntary or Not for Profit Sector,88,Glasgow City,2020/21
2021-03-31,S12000050,All Adults,All Sectors,77,North Lanarkshire,2020/21
2021-03-31,S12000050,All Adults,Local Authority/Health Board Sectors,57,North Lanarkshire,2020/21
2021-03-31,S12000050,All Adults,Private Sector,77,North Lanarkshire,2020/21
2021-03-31,S12000050,All Adults,Voluntary or Not for Profit Sector,100,North Lanarkshire,2020/21
2021-03-31,S92000003,All Adults,All Sectors,82,Scotland,2020/21
2021-03-31,S92000003,All Adults,Local Authority/Health Board Sectors,76,Scotland,2020/21
2021-03-31,S92000003,All Adults,Private Sector,82,Scotland,2020/21
2021-03-31,S92000003,All Adults,Voluntary or Not for Profit Sector,88,Scotland,2020/21
2021-03-31,S12000005,Learning Disabilities,All Sectors,85,Clackmannanshire,2020/21
2021-03-31,S12000006,Learning Disabilities,All Sectors,96,Dumfries and Galloway,2020/21
2021-03-31,S12000008,Learning Disabilities,All Sectors,75,East Ayrshire,2020/21
2021-03-31,S12000010,Learning Disabilities,All Sectors,100,East Lothian,2020/21
2021-03-31,S12000011,Learning Disabilities,All Sectors,0,East Renfrewshire,2020/21
2021-03-31,S12000013,Learning Disabilities,All Sectors,67,Na h-Eileanan Siar,2020/21
2021-03-31,S12000014,Learning Disabilities,All Sectors,78,Falkirk,2020/21
2021-03-31,S12000017,Learning Disabilities,All Sectors,80,Highland,2020/21
2021-03-31,S12000018,Learning Disabilities,All Sectors,85,Inverclyde,2020/21
2021-03-31,S12000019,Learning Disabilities,All Sectors,100,Midlothian,2020/21
2021-03-31,S12000020,Learning Disabilities,All Sectors,100,Moray,2020/21
2021-03-31,S12000021,Learning Disabilities,All Sectors,89,North Ayrshire,2020/21
2021-03-31,S12000026,Learning Disabilities,All Sectors,90,Scottish Borders,2020/21
2021-03-31,S12000028,Learning Disabilities,All Sectors,75,South Ayrshire,2020/21
2021-03-31,S12000029,Learning Disabilities,All Sectors,91,South Lanarkshire,2020/21
2021-03-31,S12000030,Learning Disabilities,All Sectors,85,Stirling,2020/21
2021-03-31,S12000033,Learning Disabilities,All Sectors,76,Aberdeen City,2020/21
2021-03-31,S12000034,Learning Disabilities,All Sectors,90,Aberdeenshire,2020/21
2021-03-31,S12000035,Learning Disabilities,All Sectors,100,Argyll and Bute,2020/21
2021-03-31,S12000036,Learning Disabilities,All Sectors,87,City of Edinburgh,2020/21
2021-03-31,S12000038,Learning Disabilities,All Sectors,74,Renfrewshire,2020/21
2021-03-31,S12000039,Learning Disabilities,All Sectors,100,West Dunbartonshire,2020/21
2021-03-31,S12000040,Learning Disabilities,All Sectors,84,West Lothian,2020/21
2021-03-31,S12000041,Learning Disabilities,All Sectors,84,Angus,2020/21
2021-03-31,S12000042,Learning Disabilities,All Sectors,80,Dundee City,2020/21
2021-03-31,S12000045,Learning Disabilities,All Sectors,71,East Dunbartonshire,2020/21
2021-03-31,S12000047,Learning Disabilities,All Sectors,84,Fife,2020/21
2021-03-31,S12000048,Learning Disabilities,All Sectors,97,Perth and Kinross,2020/21
2021-03-31,S12000049,Learning Disabilities,All Sectors,95,Glasgow City,2020/21
2021-03-31,S12000050,Learning Disabilities,All Sectors,0,North Lanarkshire,2020/21
2021-03-31,S92000003,Learning Disabilities,All Sectors,84,Scotland,2020/21
2021-03-31,S92000003,Learning Disabilities,Local Authority/Health Board Sectors,67,Scotland,2020/21
2021-03-31,S92000003,Learning Disabilities,Private Sector,83,Scotland,2020/21
2021-03-31,S92000003,Learning Disabilities,Voluntary or Not for Profit Sector,88,Scotland,2020/21
2021-03-31,S12000005,Mental Health Problems,All Sectors,85,Clackmannanshire,2020/21
2021-03-31,S12000006,Mental Health Problems,All Sectors,82,Dumfries and Galloway,2020/21
2021-03-31,S12000008,Mental Health Problems,All Sectors,25,East Ayrshire,2020/21
2021-03-31,S12000010,Mental Health Problems,All Sectors,0,East Lothian,2020/21
2021-03-31,S12000011,Mental Health Problems,All Sectors,0,East Renfrewshire,2020/21
2021-03-31,S12000013,Mental Health Problems,All Sectors,0,Na h-Eileanan Siar,2020/21
2021-03-31,S12000014,Mental Health Problems,All Sectors,93,Falkirk,2020/21
2021-03-31,S12000017,Mental Health Problems,All Sectors,95,Highland,2020/21
2021-03-31,S12000018,Mental Health Problems,All Sectors,100,Inverclyde,2020/21
2021-03-31,S12000019,Mental Health Problems,All Sectors,0,Midlothian,2020/21
2021-03-31,S12000020,Mental Health Problems,All Sectors,0,Moray,2020/21
2021-03-31,S12000021,Mental Health Problems,All Sectors,100,North Ayrshire,2020/21
2021-03-31,S12000023,Mental Health Problems,All Sectors,0,Orkney Islands,2020/21
2021-03-31,S12000026,Mental Health Problems,All Sectors,0,Scottish Borders,2020/21
2021-03-31,S12000027,Mental Health Problems,All Sectors,0,Shetland Islands,2020/21
2021-03-31,S12000028,Mental Health Problems,All Sectors,0,South Ayrshire,2020/21
2021-03-31,S12000029,Mental Health Problems,All Sectors,92,South Lanarkshire,2020/21
2021-03-31,S12000030,Mental Health Problems,All Sectors,93,Stirling,2020/21
2021-03-31,S12000033,Mental Health Problems,All Sectors,87,Aberdeen City,2020/21
2021-03-31,S12000034,Mental Health Problems,All Sectors,100,Aberdeenshire,2020/21
2021-03-31,S12000035,Mental Health Problems,All Sectors,0,Argyll and Bute,2020/21
2021-03-31,S12000036,Mental Health Problems,All Sectors,100,City of Edinburgh,2020/21
2021-03-31,S12000038,Mental Health Problems,All Sectors,0,Renfrewshire,2020/21
2021-03-31,S12000040,Mental Health Problems,All Sectors,0,West Lothian,2020/21
2021-03-31,S12000041,Mental Health Problems,All Sectors,0,Angus,2020/21
2021-03-31,S12000042,Mental Health Problems,All Sectors,0,Dundee City,2020/21
2021-03-31,S12000047,Mental Health Problems,All Sectors,100,Fife,2020/21
2021-03-31,S12000048,Mental Health Problems,All Sectors,0,Perth and Kinross,2020/21
2021-03-31,S12000049,Mental Health Problems,All Sectors,94,Glasgow City,2020/21
2021-03-31,S12000050,Mental Health Problems,All Sectors,99,North Lanarkshire,2020/21
2021-03-31,S92000003,Mental Health Problems,All Sectors,88,Scotland,2020/21
2021-03-31,S92000003,Mental Health Problems,Local Authority/Health Board Sectors,89,Scotland,2020/21
2021-03-31,S92000003,Mental Health Problems,Private Sector,86,Scotland,2020/21
2021-03-31,S92000003,Mental Health Problems,Voluntary or Not for Profit Sector,93,Scotland,2020/21
2021-03-31,S12000005,Older People Aged 65 and Older,All Sectors,78,Clackmannanshire,2020/21
2021-03-31,S12000005,Older People Aged 65 and Older,Local Authority/Health Board Sectors,65,Clackmannanshire,2020/21
2021-03-31,S12000005,Older People Aged 65 and Older,Private Sector,80,Clackmannanshire,2020/21
2021-03-31,S12000005,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Clackmannanshire,2020/21
2021-03-31,S12000006,Older People Aged 65 and Older,All Sectors,87,Dumfries and Galloway,2020/21
2021-03-31,S12000006,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Dumfries and Galloway,2020/21
2021-03-31,S12000006,Older People Aged 65 and Older,Private Sector,86,Dumfries and Galloway,2020/21
2021-03-31,S12000006,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,88,Dumfries and Galloway,2020/21
2021-03-31,S12000008,Older People Aged 65 and Older,All Sectors,84,East Ayrshire,2020/21
2021-03-31,S12000008,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,East Ayrshire,2020/21
2021-03-31,S12000010,Older People Aged 65 and Older,All Sectors,78,East Lothian,2020/21
2021-03-31,S12000010,Older People Aged 65 and Older,Local Authority/Health Board Sectors,85,East Lothian,2020/21
2021-03-31,S12000010,Older People Aged 65 and Older,Private Sector,78,East Lothian,2020/21
2021-03-31,S12000010,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,68,East Lothian,2020/21
2021-03-31,S12000011,Older People Aged 65 and Older,All Sectors,81,East Renfrewshire,2020/21
2021-03-31,S12000011,Older People Aged 65 and Older,Local Authority/Health Board Sectors,41,East Renfrewshire,2020/21
2021-03-31,S12000011,Older People Aged 65 and Older,Private Sector,84,East Renfrewshire,2020/21
2021-03-31,S12000011,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,79,East Renfrewshire,2020/21
2021-03-31,S12000013,Older People Aged 65 and Older,All Sectors,96,Na h-Eileanan Siar,2020/21
2021-03-31,S12000013,Older People Aged 65 and Older,Local Authority/Health Board Sectors,98,Na h-Eileanan Siar,2020/21
2021-03-31,S12000013,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,89,Na h-Eileanan Siar,2020/21
2021-03-31,S12000014,Older People Aged 65 and Older,All Sectors,82,Falkirk,2020/21
2021-03-31,S12000014,Older People Aged 65 and Older,Local Authority/Health Board Sectors,66,Falkirk,2020/21
2021-03-31,S12000014,Older People Aged 65 and Older,Private Sector,84,Falkirk,2020/21
2021-03-31,S12000014,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,97,Falkirk,2020/21
2021-03-31,S12000017,Older People Aged 65 and Older,All Sectors,84,Highland,2020/21
2021-03-31,S12000017,Older People Aged 65 and Older,Local Authority/Health Board Sectors,77,Highland,2020/21
2021-03-31,S12000017,Older People Aged 65 and Older,Private Sector,84,Highland,2020/21
2021-03-31,S12000017,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Highland,2020/21
2021-03-31,S12000018,Older People Aged 65 and Older,All Sectors,86,Inverclyde,2020/21
2021-03-31,S12000018,Older People Aged 65 and Older,Private Sector,87,Inverclyde,2020/21
2021-03-31,S12000019,Older People Aged 65 and Older,All Sectors,85,Midlothian,2020/21
2021-03-31,S12000019,Older People Aged 65 and Older,Local Authority/Health Board Sectors,82,Midlothian,2020/21
2021-03-31,S12000019,Older People Aged 65 and Older,Private Sector,86,Midlothian,2020/21
2021-03-31,S12000019,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,85,Midlothian,2020/21
2021-03-31,S12000020,Older People Aged 65 and Older,All Sectors,89,Moray,2020/21
2021-03-31,S12000020,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Moray,2020/21
2021-03-31,S12000020,Older People Aged 65 and Older,Private Sector,89,Moray,2020/21
2021-03-31,S12000020,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,89,Moray,2020/21
2021-03-31,S12000021,Older People Aged 65 and Older,All Sectors,82,North Ayrshire,2020/21
2021-03-31,S12000021,Older People Aged 65 and Older,Local Authority/Health Board Sectors,73,North Ayrshire,2020/21
2021-03-31,S12000021,Older People Aged 65 and Older,Private Sector,82,North Ayrshire,2020/21
2021-03-31,S12000021,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,84,North Ayrshire,2020/21
2021-03-31,S12000023,Older People Aged 65 and Older,All Sectors,93,Orkney Islands,2020/21
2021-03-31,S12000023,Older People Aged 65 and Older,Local Authority/Health Board Sectors,93,Orkney Islands,2020/21
2021-03-31,S12000023,Older People Aged 65 and Older,Private Sector,0,Orkney Islands,2020/21
2021-03-31,S12000023,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Orkney Islands,2020/21
2021-03-31,S12000026,Older People Aged 65 and Older,All Sectors,82,Scottish Borders,2020/21
2021-03-31,S12000026,Older People Aged 65 and Older,Local Authority/Health Board Sectors,72,Scottish Borders,2020/21
2021-03-31,S12000026,Older People Aged 65 and Older,Private Sector,85,Scottish Borders,2020/21
2021-03-31,S12000026,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Scottish Borders,2020/21
2021-03-31,S12000027,Older People Aged 65 and Older,All Sectors,74,Shetland Islands,2020/21
2021-03-31,S12000027,Older People Aged 65 and Older,Local Authority/Health Board Sectors,71,Shetland Islands,2020/21
2021-03-31,S12000027,Older People Aged 65 and Older,Private Sector,0,Shetland Islands,2020/21
2021-03-31,S12000028,Older People Aged 65 and Older,All Sectors,80,South Ayrshire,2020/21
2021-03-31,S12000028,Older People Aged 65 and Older,Local Authority/Health Board Sectors,69,South Ayrshire,2020/21
2021-03-31,S12000028,Older People Aged 65 and Older,Private Sector,81,South Ayrshire,2020/21
2021-03-31,S12000028,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,71,South Ayrshire,2020/21
2021-03-31,S12000029,Older People Aged 65 and Older,All Sectors,75,South Lanarkshire,2020/21
2021-03-31,S12000029,Older People Aged 65 and Older,Local Authority/Health Board Sectors,67,South Lanarkshire,2020/21
2021-03-31,S12000029,Older People Aged 65 and Older,Private Sector,74,South Lanarkshire,2020/21
2021-03-31,S12000029,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,South Lanarkshire,2020/21
2021-03-31,S12000030,Older People Aged 65 and Older,All Sectors,74,Stirling,2020/21
2021-03-31,S12000030,Older People Aged 65 and Older,Local Authority/Health Board Sectors,59,Stirling,2020/21
2021-03-31,S12000030,Older People Aged 65 and Older,Private Sector,75,Stirling,2020/21
2021-03-31,S12000030,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,87,Stirling,2020/21
2021-03-31,S12000033,Older People Aged 65 and Older,All Sectors,81,Aberdeen City,2020/21
2021-03-31,S12000033,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Aberdeen City,2020/21
2021-03-31,S12000033,Older People Aged 65 and Older,Private Sector,79,Aberdeen City,2020/21
2021-03-31,S12000033,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Aberdeen City,2020/21
2021-03-31,S12000034,Older People Aged 65 and Older,All Sectors,86,Aberdeenshire,2020/21
2021-03-31,S12000034,Older People Aged 65 and Older,Local Authority/Health Board Sectors,73,Aberdeenshire,2020/21
2021-03-31,S12000034,Older People Aged 65 and Older,Private Sector,89,Aberdeenshire,2020/21
2021-03-31,S12000034,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,87,Aberdeenshire,2020/21
2021-03-31,S12000035,Older People Aged 65 and Older,All Sectors,85,Argyll and Bute,2020/21
2021-03-31,S12000035,Older People Aged 65 and Older,Local Authority/Health Board Sectors,83,Argyll and Bute,2020/21
2021-03-31,S12000035,Older People Aged 65 and Older,Private Sector,85,Argyll and Bute,2020/21
2021-03-31,S12000035,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Argyll and Bute,2020/21
2021-03-31,S12000036,Older People Aged 65 and Older,All Sectors,79,City of Edinburgh,2020/21
2021-03-31,S12000036,Older People Aged 65 and Older,Local Authority/Health Board Sectors,58,City of Edinburgh,2020/21
2021-03-31,S12000036,Older People Aged 65 and Older,Private Sector,81,City of Edinburgh,2020/21
2021-03-31,S12000036,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,86,City of Edinburgh,2020/21
2021-03-31,S12000038,Older People Aged 65 and Older,All Sectors,79,Renfrewshire,2020/21
2021-03-31,S12000038,Older People Aged 65 and Older,Local Authority/Health Board Sectors,68,Renfrewshire,2020/21
2021-03-31,S12000038,Older People Aged 65 and Older,Private Sector,76,Renfrewshire,2020/21
2021-03-31,S12000038,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,95,Renfrewshire,2020/21
2021-03-31,S12000039,Older People Aged 65 and Older,All Sectors,74,West Dunbartonshire,2020/21
2021-03-31,S12000039,Older People Aged 65 and Older,Local Authority/Health Board Sectors,68,West Dunbartonshire,2020/21
2021-03-31,S12000039,Older People Aged 65 and Older,Private Sector,76,West Dunbartonshire,2020/21
2021-03-31,S12000039,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,West Dunbartonshire,2020/21
2021-03-31,S12000040,Older People Aged 65 and Older,All Sectors,88,West Lothian,2020/21
2021-03-31,S12000040,Older People Aged 65 and Older,Local Authority/Health Board Sectors,81,West Lothian,2020/21
2021-03-31,S12000040,Older People Aged 65 and Older,Private Sector,90,West Lothian,2020/21
2021-03-31,S12000040,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,West Lothian,2020/21
2021-03-31,S12000041,Older People Aged 65 and Older,All Sectors,90,Angus,2020/21
2021-03-31,S12000041,Older People Aged 65 and Older,Local Authority/Health Board Sectors,83,Angus,2020/21
2021-03-31,S12000041,Older People Aged 65 and Older,Private Sector,91,Angus,2020/21
2021-03-31,S12000041,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,76,Angus,2020/21
2021-03-31,S12000042,Older People Aged 65 and Older,All Sectors,86,Dundee City,2020/21
2021-03-31,S12000042,Older People Aged 65 and Older,Local Authority/Health Board Sectors,69,Dundee City,2020/21
2021-03-31,S12000042,Older People Aged 65 and Older,Private Sector,89,Dundee City,2020/21
2021-03-31,S12000042,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,66,Dundee City,2020/21
2021-03-31,S12000045,Older People Aged 65 and Older,All Sectors,72,East Dunbartonshire,2020/21
2021-03-31,S12000045,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,East Dunbartonshire,2020/21
2021-03-31,S12000045,Older People Aged 65 and Older,Private Sector,72,East Dunbartonshire,2020/21
2021-03-31,S12000045,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,East Dunbartonshire,2020/21
2021-03-31,S12000047,Older People Aged 65 and Older,All Sectors,85,Fife,2020/21
2021-03-31,S12000047,Older People Aged 65 and Older,Local Authority/Health Board Sectors,87,Fife,2020/21
2021-03-31,S12000047,Older People Aged 65 and Older,Private Sector,85,Fife,2020/21
2021-03-31,S12000047,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,82,Fife,2020/21
2021-03-31,S12000048,Older People Aged 65 and Older,All Sectors,89,Perth and Kinross,2020/21
2021-03-31,S12000048,Older People Aged 65 and Older,Local Authority/Health Board Sectors,84,Perth and Kinross,2020/21
2021-03-31,S12000048,Older People Aged 65 and Older,Private Sector,88,Perth and Kinross,2020/21
2021-03-31,S12000048,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Perth and Kinross,2020/21
2021-03-31,S12000049,Older People Aged 65 and Older,All Sectors,81,Glasgow City,2020/21
2021-03-31,S12000049,Older People Aged 65 and Older,Local Authority/Health Board Sectors,91,Glasgow City,2020/21
2021-03-31,S12000049,Older People Aged 65 and Older,Private Sector,79,Glasgow City,2020/21
2021-03-31,S12000049,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,85,Glasgow City,2020/21
2021-03-31,S12000050,Older People Aged 65 and Older,All Sectors,77,North Lanarkshire,2020/21
2021-03-31,S12000050,Older People Aged 65 and Older,Local Authority/Health Board Sectors,57,North Lanarkshire,2020/21
2021-03-31,S12000050,Older People Aged 65 and Older,Private Sector,76,North Lanarkshire,2020/21
2021-03-31,S12000050,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,North Lanarkshire,2020/21
2021-03-31,S92000003,Older People Aged 65 and Older,All Sectors,82,Scotland,2020/21
2021-03-31,S92000003,Older People Aged 65 and Older,Local Authority/Health Board Sectors,76,Scotland,2020/21
2021-03-31,S92000003,Older People Aged 65 and Older,Private Sector,82,Scotland,2020/21
2021-03-31,S92000003,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,87,Scotland,2020/21
2021-03-31,S12000005,Other Groups,All Sectors,0,Clackmannanshire,2020/21
2021-03-31,S12000006,Other Groups,All Sectors,0,Dumfries and Galloway,2020/21
2021-03-31,S12000008,Other Groups,All Sectors,0,East Ayrshire,2020/21
2021-03-31,S12000010,Other Groups,All Sectors,0,East Lothian,2020/21
2021-03-31,S12000011,Other Groups,All Sectors,0,East Renfrewshire,2020/21
2021-03-31,S12000013,Other Groups,All Sectors,0,Na h-Eileanan Siar,2020/21
2021-03-31,S12000014,Other Groups,All Sectors,0,Falkirk,2020/21
2021-03-31,S12000017,Other Groups,All Sectors,60,Highland,2020/21
2021-03-31,S12000018,Other Groups,All Sectors,0,Inverclyde,2020/21
2021-03-31,S12000019,Other Groups,All Sectors,0,Midlothian,2020/21
2021-03-31,S12000020,Other Groups,All Sectors,0,Moray,2020/21
2021-03-31,S12000021,Other Groups,All Sectors,0,North Ayrshire,2020/21
2021-03-31,S12000023,Other Groups,All Sectors,0,Orkney Islands,2020/21
2021-03-31,S12000026,Other Groups,All Sectors,0,Scottish Borders,2020/21
2021-03-31,S12000027,Other Groups,All Sectors,0,Shetland Islands,2020/21
2021-03-31,S12000028,Other Groups,All Sectors,0,South Ayrshire,2020/21
2021-03-31,S12000029,Other Groups,All Sectors,86,South Lanarkshire,2020/21
2021-03-31,S12000030,Other Groups,All Sectors,0,Stirling,2020/21
2021-03-31,S12000033,Other Groups,All Sectors,94,Aberdeen City,2020/21
2021-03-31,S12000034,Other Groups,All Sectors,0,Aberdeenshire,2020/21
2021-03-31,S12000035,Other Groups,All Sectors,0,Argyll and Bute,2020/21
2021-03-31,S12000036,Other Groups,All Sectors,75,City of Edinburgh,2020/21
2021-03-31,S12000038,Other Groups,All Sectors,26,Renfrewshire,2020/21
2021-03-31,S12000039,Other Groups,All Sectors,0,West Dunbartonshire,2020/21
2021-03-31,S12000040,Other Groups,All Sectors,0,West Lothian,2020/21
2021-03-31,S12000041,Other Groups,All Sectors,0,Angus,2020/21
2021-03-31,S12000042,Other Groups,All Sectors,45,Dundee City,2020/21
2021-03-31,S12000045,Other Groups,All Sectors,0,East Dunbartonshire,2020/21
2021-03-31,S12000047,Other Groups,All Sectors,0,Fife,2020/21
2021-03-31,S12000048,Other Groups,All Sectors,0,Perth and Kinross,2020/21
2021-03-31,S12000049,Other Groups,All Sectors,86,Glasgow City,2020/21
2021-03-31,S12000050,Other Groups,All Sectors,0,North Lanarkshire,2020/21
2021-03-31,S92000003,Other Groups,All Sectors,74,Scotland,2020/21
2021-03-31,S92000003,Other Groups,Local Authority/Health Board Sectors,0,Scotland,2020/21
2021-03-31,S92000003,Other Groups,Private Sector,51,Scotland,2020/21
2021-03-31,S92000003,Other Groups,Voluntary or Not for Profit Sector,84,Scotland,2020/21
2021-03-31,S12000005,Physical and Sensory Impairment,All Sectors,70,Clackmannanshire,2020/21
2021-03-31,S12000008,Physical and Sensory Impairment,All Sectors,60,East Ayrshire,2020/21
2021-03-31,S12000010,Physical and Sensory Impairment,All Sectors,100,East Lothian,2020/21
2021-03-31,S12000011,Physical and Sensory Impairment,All Sectors,0,East Renfrewshire,2020/21
2021-03-31,S12000013,Physical and Sensory Impairment,All Sectors,0,Na h-Eileanan Siar,2020/21
2021-03-31,S12000014,Physical and Sensory Impairment,All Sectors,0,Falkirk,2020/21
2021-03-31,S12000017,Physical and Sensory Impairment,All Sectors,88,Highland,2020/21
2021-03-31,S12000018,Physical and Sensory Impairment,All Sectors,100,Inverclyde,2020/21
2021-03-31,S12000019,Physical and Sensory Impairment,All Sectors,0,Midlothian,2020/21
2021-03-31,S12000020,Physical and Sensory Impairment,All Sectors,0,Moray,2020/21
2021-03-31,S12000021,Physical and Sensory Impairment,All Sectors,100,North Ayrshire,2020/21
2021-03-31,S12000023,Physical and Sensory Impairment,All Sectors,0,Orkney Islands,2020/21
2021-03-31,S12000026,Physical and Sensory Impairment,All Sectors,0,Scottish Borders,2020/21
2021-03-31,S12000027,Physical and Sensory Impairment,All Sectors,0,Shetland Islands,2020/21
2021-03-31,S12000028,Physical and Sensory Impairment,All Sectors,95,South Ayrshire,2020/21
2021-03-31,S12000029,Physical and Sensory Impairment,All Sectors,94,South Lanarkshire,2020/21
2021-03-31,S12000030,Physical and Sensory Impairment,All Sectors,65,Stirling,2020/21
2021-03-31,S12000033,Physical and Sensory Impairment,All Sectors,81,Aberdeen City,2020/21
2021-03-31,S12000034,Physical and Sensory Impairment,All Sectors,0,Aberdeenshire,2020/21
2021-03-31,S12000035,Physical and Sensory Impairment,All Sectors,0,Argyll and Bute,2020/21
2021-03-31,S12000036,Physical and Sensory Impairment,All Sectors,100,City of Edinburgh,2020/21
2021-03-31,S12000038,Physical and Sensory Impairment,All Sectors,95,Renfrewshire,2020/21
2021-03-31,S12000039,Physical and Sensory Impairment,All Sectors,0,West Dunbartonshire,2020/21
2021-03-31,S12000040,Physical and Sensory Impairment,All Sectors,95,West Lothian,2020/21
2021-03-31,S12000041,Physical and Sensory Impairment,All Sectors,0,Angus,2020/21
2021-03-31,S12000045,Physical and Sensory Impairment,All Sectors,95,East Dunbartonshire,2020/21
2021-03-31,S12000047,Physical and Sensory Impairment,All Sectors,66,Fife,2020/21
2021-03-31,S12000048,Physical and Sensory Impairment,All Sectors,97,Perth and Kinross,2020/21
2021-03-31,S12000049,Physical and Sensory Impairment,All Sectors,81,Glasgow City,2020/21
2021-03-31,S12000050,Physical and Sensory Impairment,All Sectors,81,North Lanarkshire,2020/21
2021-03-31,S92000003,Physical and Sensory Impairment,All Sectors,85,Scotland,2020/21
2021-03-31,S92000003,Physical and Sensory Impairment,Voluntary or Not for Profit Sector,92,Scotland,2020/21
2022-03-31,S12000005,All Adults,All Sectors,83,Clackmannanshire,2021/22
2022-03-31,S12000005,All Adults,Local Authority/Health Board Sectors,81,Clackmannanshire,2021/22
